timestamp_ms,timestamp,open,high,low,close,volume,quote_asset_volume,last_trade_id,sample_count,open_raw,high_raw,low_raw,close_raw
1782604800000,2026-06-28 00:00:00,1573.06,1574.01,1571.61,1572.71,1900.8883999999998,2989744.864925001,24024797527,0,0,0,0,0
1782605100000,2026-06-28 00:05:00,1572.71,1575.51,1572.46,1575.16,1016.1049000000002,1599042.6429669997,24025019383,0,0,0,0,0
1782605400000,2026-06-28 00:10:00,1575.16,1575.44,1574.31,1575.13,589.7167000000001,928685.737526,24025193700,0,0,0,0,0
1782605700000,2026-06-28 00:15:00,1575.13,1576.81,1574.79,1576.12,56.367,88816.82032700001,24025366644,0,0,0,0,0
1782606000000,2026-06-28 00:20:00,1576.12,1576.59,1574.89,1575.87,114.0812,179801.197585,24025536942,0,0,0,0,0
1782606300000,2026-06-28 00:25:00,1575.87,1577.22,1575.29,1576.87,111.05839999999999,175034.311919,24025701418,0,0,0,0,0
1782606600000,2026-06-28 00:30:00,1576.87,1576.96,1575.42,1576.25,66.4589,104736.91525800001,24025864935,0,0,0,0,0
1782606900000,2026-06-28 00:35:00,1576.25,1576.33,1573.92,1575.79,2033.5935,3203086.568053,24026052193,0,0,0,0,0
1782607200000,2026-06-28 00:40:00,1575.79,1575.79,1574.62,1575.66,121.764,191788.230115,24026209739,0,0,0,0,0
1782607500000,2026-06-28 00:45:00,1575.66,1576.34,1573.58,1574.68,105.4512,166057.648386,24026390770,0,0,0,0,0
1782607800000,2026-06-28 00:50:00,1574.68,1574.7,1572.76,1573.2,230.7117,362998.491831,24026576244,0,0,0,0,0
1782608100000,2026-06-28 00:55:00,1573.2,1574.74,1572.85,1573.91,145.284,228657.996444,24026743733,0,0,0,0,0
1782608400000,2026-06-28 01:00:00,1573.91,1574.49,1569.94,1570.44,339.45029999999997,533544.103158,24026943293,0,0,0,0,0
1782608700000,2026-06-28 01:05:00,1570.44,1571.75,1568.95,1570.94,220.1129,345584.247914,24027182216,0,0,0,0,0
1782609000000,2026-06-28 01:10:00,1570.94,1571.66,1569.92,1571.66,269.7013,423590.792229,24027367085,0,0,0,0,0
1782609300000,2026-06-28 01:15:00,1571.66,1573.19,1570.64,1571.86,283.53540000000004,445724.576051,24027560748,0,0,0,0,0
1782609600000,2026-06-28 01:20:00,1571.86,1574.16,1571.79,1574.03,79.9814,125811.268234,24027744633,0,0,0,0,0
1782609900000,2026-06-28 01:25:00,1574.03,1575.47,1573.55,1574.61,621.9295,979541.516064,24027926509,0,0,0,0,0
1782610200000,2026-06-28 01:30:00,1574.61,1575.0,1573.58,1574.89,106.4579,167579.309535,24028091637,0,0,0,0,0
1782610500000,2026-06-28 01:35:00,1574.89,1576.18,1574.59,1574.97,216.0157,340323.452204,24028248447,0,0,0,0,0
1782610800000,2026-06-28 01:40:00,1574.97,1575.97,1574.73,1575.4,130.7468,205971.051755,24028400331,0,0,0,0,0
1782611100000,2026-06-28 01:45:00,1575.4,1575.67,1574.61,1575.04,63.5844,100155.601004,24028555746,0,0,0,0,0
1782611400000,2026-06-28 01:50:00,1575.04,1575.69,1574.12,1574.17,122.67009999999999,193238.607438,24028721793,0,0,0,0,0
1782611700000,2026-06-28 01:55:00,1574.17,1574.87,1573.89,1574.24,96.2654,151551.744537,24028869085,0,0,0,0,0
1782612000000,2026-06-28 02:00:00,1574.24,1577.12,1574.2,1576.65,630.8677,993545.705909,24029051728,0,0,0,0,0
1782612300000,2026-06-28 02:05:00,1576.65,1577.02,1576.07,1576.55,310.0049,488785.216973,24029197441,0,0,0,0,0
1782612600000,2026-06-28 02:10:00,1576.55,1578.54,1576.55,1577.71,652.851,1029876.5037249998,24029343215,0,0,0,0,0
1782612900000,2026-06-28 02:15:00,1577.71,1578.99,1576.73,1576.81,149.0905,235250.78811300002,24029521236,0,0,0,0,0
1782613200000,2026-06-28 02:20:00,1576.81,1576.93,1568.11,1569.04,565.9492,890152.797277,24029798553,0,0,0,0,0
1782613500000,2026-06-28 02:25:00,1569.04,1571.61,1568.65,1570.91,181.9553,285629.876179,24030017631,0,0,0,0,0
1782613800000,2026-06-28 02:30:00,1570.91,1571.58,1570.16,1571.24,93.591,147024.325804,24030187500,0,0,0,0,0
1782614100000,2026-06-28 02:35:00,1571.24,1571.95,1570.96,1571.16,622.712,978650.231843,24030326163,0,0,0,0,0
1782614400000,2026-06-28 02:40:00,1571.16,1571.89,1569.91,1571.19,155.0502,243585.826982,24030482505,0,0,0,0,0
1782614700000,2026-06-28 02:45:00,1571.19,1571.88,1569.97,1570.9,498.7463,783781.59968,24030634506,0,0,0,0,0
1782615000000,2026-06-28 02:50:00,1570.9,1572.27,1570.88,1571.65,87.3525,137285.392231,24030780161,0,0,0,0,0
1782615300000,2026-06-28 02:55:00,1571.65,1572.13,1570.99,1570.99,38.742,60889.98324,24030907364,0,0,0,0,0
1782615600000,2026-06-28 03:00:00,1570.99,1573.7,1570.95,1573.05,617.2010999999999,970611.812275,24031074557,0,0,0,0,0
1782615900000,2026-06-28 03:05:00,1573.05,1573.26,1572.08,1572.88,439.42909999999995,690943.889322,24031221350,0,0,0,0,0
1782616200000,2026-06-28 03:10:00,1572.88,1575.4,1572.81,1574.69,84.6464,133266.487342,24031397506,0,0,0,0,0
1782616500000,2026-06-28 03:15:00,1574.69,1574.69,1572.97,1574.02,86.0779,135465.153942,24031569125,0,0,0,0,0
1782616800000,2026-06-28 03:20:00,1574.02,1574.66,1573.22,1573.46,67.1838,105732.994019,24031722103,0,0,0,0,0
1782617100000,2026-06-28 03:25:00,1573.46,1574.17,1573.43,1573.81,167.35739999999998,263374.844822,24031843659,0,0,0,0,0
1782617400000,2026-06-28 03:30:00,1573.81,1574.37,1572.68,1572.95,338.6166,532643.391029,24032002204,0,0,0,0,0
1782617700000,2026-06-28 03:35:00,1572.95,1573.47,1572.3,1572.82,2136.3972,3360358.205962,24032139952,0,0,0,0,0
1782618000000,2026-06-28 03:40:00,1572.82,1573.09,1572.33,1572.91,323.9349,509452.699061,24032260813,0,0,0,0,0
1782618300000,2026-06-28 03:45:00,1572.91,1573.73,1572.6,1573.55,238.364,374965.441207,24032390597,0,0,0,0,0
1782618600000,2026-06-28 03:50:00,1573.55,1573.97,1571.97,1572.77,368.5246,579487.249043,24032540781,0,0,0,0,0
1782618900000,2026-06-28 03:55:00,1572.77,1574.8,1572.56,1574.18,102.9643,161983.564698,24032684164,0,0,0,0,0
1782619200000,2026-06-28 04:00:00,1574.18,1574.54,1571.87,1573.18,2446.5288,3848848.858346,24032866550,0,0,0,0,0
